doi,publisher,pdf_url,open_access,title
10.1117/1.jmm.21.4.041407,Journal of Micro/Nanopatterning Materials and Metrology,,True,Compatibility between polymethacrylate-based extreme ultraviolet resists and TiO2 area-selective deposition
