doi,publisher,pdf_url,open_access,title,publication_year,cited_by_count,citation_normalized_percentile,download_status,landing_attempted,landing_success,landing_state,landing_url,landing_title,browser_session_mode,browser_session_source,browser_profile_name,browser_user_data_dir,scheduler_publisher,scheduled_start_ms,actual_start_ms,pacing_wait_ms,pacing_jitter_sec
10.3365/kjmm.2021.59.4.247,,,True,,,,,FAIL_NO_CANDIDATE,True,True,success_landing,https://kjmm.org/journal/view.php?doi=10.3365/KJMM.2021.59.4.247,kjmm.org/journal/view.php?doi=10.3365/KJMM.2021.59.4.247,temp,temp,Default,/tmp/seyong/download_runtime_profiles/kjmm_ceramist_probe_20260313_run/pid_61693.pdf/temp/10.3365_kjmm.2021.59.4.247.pdf,10.3365,1773373589725,1773373589726,0,1.361
10.31613/ceramist.2024.00094,,,True,,,,,Success (drission),True,True,success_landing,https://ceramist.or.kr/authors/copyright_transfer_agreement.php,Ceramist,temp,temp,Default,/tmp/seyong/download_runtime_profiles/kjmm_ceramist_probe_20260313_run/pid_61693.pdf/temp/10.31613_ceramist.2024.00094.pdf,10.31613,1773373623236,1773373623236,0,0.753
