doi,publisher,pdf_url,open_access,title,download_status,landing_attempted,landing_success,landing_state,landing_url,landing_title,browser_session_mode,browser_session_source,browser_profile_name,browser_user_data_dir,scheduler_publisher,scheduled_start_ms,actual_start_ms,pacing_wait_ms,pacing_jitter_sec
10.1038/s41467-023-41868-5,Nature,https://www.nature.com/articles/s41467-023-41868-5.pdf,True,Nature smoke test,Success (direct_oa),False,False,not_attempted,,,,,,,nature,1773478373716,1773478373716,0,0.73
